,0
790,tensor([[-0.1901]])
791,tensor([[-0.1901]])
792,tensor([[-0.1901]])
793,tensor([[-0.1901]])
794,tensor([[-0.1901]])
795,tensor([[-0.1901]])
796,tensor([[-0.1901]])
797,tensor([[-0.1901]])
798,tensor([[-0.1901]])
799,tensor([[-0.1901]])
800,tensor([[-0.1901]])
801,tensor([[-0.1901]])
802,tensor([[-0.1901]])
803,tensor([[-0.1901]])
804,tensor([[-0.1901]])
805,tensor([[-0.1901]])
806,tensor([[-0.1901]])
807,tensor([[-0.1901]])
808,tensor([[-0.1901]])
809,tensor([[-0.1901]])
810,tensor([[-0.1901]])
811,tensor([[-0.1901]])
812,tensor([[-0.1901]])
813,tensor([[-0.1901]])
814,tensor([[-0.1901]])
815,tensor([[-0.1901]])
816,tensor([[-0.1901]])
817,tensor([[-0.1901]])
818,tensor([[-0.1901]])
819,tensor([[-0.1901]])
820,tensor([[-0.1901]])
821,tensor([[-0.1901]])
822,tensor([[-0.1901]])
823,tensor([[-0.1901]])
824,tensor([[-0.1901]])
825,tensor([[-0.1901]])
826,tensor([[-0.1901]])
827,tensor([[-0.1901]])
828,tensor([[-0.1901]])
829,tensor([[-0.1901]])
830,tensor([[-0.1901]])
831,tensor([[-0.1901]])
832,tensor([[-0.1901]])
833,tensor([[-0.1901]])
834,tensor([[-0.1901]])
835,tensor([[-0.1901]])
836,tensor([[-0.1901]])
837,tensor([[-0.1901]])
838,tensor([[-0.1901]])
839,tensor([[-0.1901]])
840,tensor([[-0.1901]])
841,tensor([[-0.1901]])
842,tensor([[-0.1901]])
843,tensor([[-0.1901]])
844,tensor([[-0.1901]])
845,tensor([[-0.1901]])
846,tensor([[-0.1901]])
847,tensor([[-0.1901]])
848,tensor([[-0.1901]])
849,tensor([[-0.1901]])
850,tensor([[-0.1901]])
851,tensor([[-0.1901]])
852,tensor([[-0.1901]])
853,tensor([[-0.1901]])
854,tensor([[-0.1901]])
855,tensor([[-0.1901]])
856,tensor([[-0.1901]])
857,tensor([[-0.1901]])
858,tensor([[-0.1901]])
859,tensor([[-0.1901]])
860,tensor([[-0.1901]])
861,tensor([[-0.1901]])
862,tensor([[-0.1901]])
863,tensor([[-0.1901]])
864,tensor([[-0.1901]])
865,tensor([[-0.1901]])
866,tensor([[-0.1901]])
867,tensor([[-0.1901]])
868,tensor([[-0.1901]])
869,tensor([[-0.1901]])
870,tensor([[-0.1901]])
871,tensor([[-0.1901]])
872,tensor([[-0.1901]])
873,tensor([[-0.1901]])
874,tensor([[-0.1901]])
875,tensor([[-0.1901]])
876,tensor([[-0.1901]])
877,tensor([[-0.1901]])
878,tensor([[-0.1901]])
879,tensor([[-0.1901]])
880,tensor([[-0.1901]])
881,tensor([[-0.1901]])
882,tensor([[-0.1901]])
883,tensor([[-0.1901]])
884,tensor([[-0.1901]])
885,tensor([[-0.1901]])
886,tensor([[-0.1901]])
887,tensor([[-0.1901]])
888,tensor([[-0.1901]])
889,tensor([[-0.1901]])
890,tensor([[-0.1901]])
891,tensor([[-0.1901]])
892,tensor([[-0.1901]])
893,tensor([[-0.1901]])
894,tensor([[-0.1901]])
895,tensor([[-0.1901]])
896,tensor([[-0.1901]])
897,tensor([[-0.1901]])
898,tensor([[-0.1901]])
899,tensor([[-0.1901]])
900,tensor([[-0.1901]])
901,tensor([[-0.1901]])
902,tensor([[-0.1901]])
903,tensor([[-0.1901]])
904,tensor([[-0.1901]])
905,tensor([[-0.1901]])
906,tensor([[-0.1901]])
907,tensor([[-0.1901]])
908,tensor([[-0.1901]])
909,tensor([[-0.1901]])
910,tensor([[-0.1901]])
911,tensor([[-0.1901]])
912,tensor([[-0.1901]])
913,tensor([[-0.1901]])
914,tensor([[-0.1901]])
915,tensor([[-0.1901]])
916,tensor([[-0.1901]])
917,tensor([[-0.1901]])
918,tensor([[-0.1901]])
919,tensor([[-0.1901]])
920,tensor([[-0.1901]])
921,tensor([[-0.1901]])
922,tensor([[-0.1901]])
923,tensor([[-0.1901]])
924,tensor([[-0.1901]])
925,tensor([[-0.1901]])
926,tensor([[-0.1901]])
927,tensor([[-0.1901]])
928,tensor([[-0.1901]])
929,tensor([[-0.1901]])
930,tensor([[-0.1901]])
931,tensor([[-0.1901]])
